tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
8969	Haliaeetus albicilla	104322432	0	live	GATD1	N329_06441, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_009786154.1	15950	21230	minus	7		
57397	Apaloderma vittatum	104269228	0	live	GATD1	N311_12532, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_009714084.1	37	4668	plus	7		
54380	Cariama cristata	104168350	0	live	GATD1	N322_05695, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_009592755.1	337	6071	plus	7		
441894	Struthio camelus australis	104141503	0	live	GATD1	N308_14388, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_009270859.1	738466	748182	minus	10		
30455	Fulmarus glacialis	104082421	0	live	GATD1	N327_03429, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_009234056.1	14320	26143	minus	6		
9209	Phalacrocorax carbo	104046350	0	live	GATD1	N336_05537, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_009154468.1	23519	28853	minus	6		
128390	Nipponia nippon	104020530	0	live	GATD1	Y956_16036, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_009002877.1	755909	762737	minus	8		
9238	Pygoscelis adeliae	103925102	0	live	GATD1	AS28_10356, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_008823871.1	40630	45858	plus	6		
9233	Aptenodytes forsteri	103902623	0	live	GATD1	AS27_11823, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_008795855.1	800624	807053	minus	7		
57421	Merops nubicus	103774886	0	live	GATD1	N331_05326, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_008614692.1	403	4260	plus	4		
85066	Corvus brachyrhynchos	103621062	0	live	GATD1	N302_01234, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_008239606.1	30248	36454	plus	8		
482537	Galeopterus variegatus	103604008	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_007731022.1	137665	141361	plus	6		
9798	Equus przewalskii	103543445	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_007680273.1	13215	24799	minus	9		
8081	Poecilia reticulata	103466521	0	live	gatd1	pddc1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		LG6	NC_024336.1	25915697	25918549	minus	7		
144197	Stegastes partitus	103375982	0	live	gatd1	pddc1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_007581373.1	58206	60758	plus	7		
48698	Poecilia formosa	103141291	0	live	gatd1	pddc1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_006800020.1	1797211	1800158	minus	7		
28737	Elephantulus edwardii	102859592	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_006399876.1	795025	798507	minus	7		
185453	Chrysochloris asiatica	102810844	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_006408957.1	441129	444744	plus	7		
225400	Myotis davidii	102763971	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_006289094.1	610444	614723	minus	6		
72004	Bos mutus	102281420	0	live	GATD1	M91_06731, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_005393640.1	254595	266332	plus	15		
109478	Myotis brandtii	102243880	0	live	GATD1	D623_10008455, PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_005354316.1	728600	734789	plus	8		
303518	Pundamilia nyererei	102210620	0	live	gatd1	pddc1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_005187436.1	4060643	4063066	minus	7		
59894	Ficedula albicollis	101819884	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		5	NC_021677.1	9592992	9598708	minus	8		
143302	Condylura cristata	101627445	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_004567155.1	1493723	1495854	plus	6		
9708	Odobenus rosmarus divergens	101375950	0	live	GATD1	PDDC1	glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|Parkinson disease 7 domain containing 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_004450460.1	519531	524667	minus	7		
595528	Capsaspora owczarzaki ATCC 30864	14896921	0	live	CAOG_06107	CAOG_06107	parkinson disease 7 domain-containing protein 1	parkinson disease 7 domain-containing protein 1		Unknown							
6706	Homarus americanus	121872626	0	live	LOC121872626	Hamer_G002806	Parkinson disease protein 7-like	Parkinson disease protein 7-like		Un	NW_024737042.1	5980406	6009780	plus	6		
94029	Argiope bruennichi	129980862	0	live	LOC129980862		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		8	NC_079158.1	105167770	105173270	plus	5		
6549	Mytilus californianus	127719703	0	live	LOC127719703		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026262593.1	19975658	19994672	plus	5		
6728	Procambarus clarkii	123759379	0	live	LOC123759379		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		LG23	NC_059593.1	21442143	21447747	plus	5		
133901	Frankliniella occidentalis	113216245	0	live	LOC113216245	FOCC_FOCC002150	Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026267143.1	941989	943507	minus	5		
8038	Salvelinus fontinalis	129815187	0	live	LOC129815187		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		18	NC_074682.1	24195152	24199750	minus	6		
59861	Coregonus clupeaformis	121578550	0	live	LOC121578550		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		12	NC_059203.1	12702517	12711464	minus	6		
8022	Oncorhynchus mykiss	110528021	0	live	LOC110528021		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog|protein DJ-1zDJ-1		7	NC_048571.1	55567122	55571727	minus	6		
451745	Nematolebias whitei	119412773	0	live	LOC119412773		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		7	NC_056504.1	32052720	32069045	minus	7		
6551	Mytilus trossulus	134693856	0	live	LOC134693856		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		12	NC_086384.1	33292574	33298222	plus	5		
36930	Saccostrea cucullata	134250173	0	live	LOC134250173		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026938421.1	715498	723831	plus	6		
36930	Saccostrea cucullata	134240560	0	live	LOC134240560		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026934342.1	48679	54190	plus	4		
546530	Nerophis lumbriciformis	133586473	0	live	LOC133586473		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		LG03	NC_084550.1	51197306	51214247	minus	6		
27606	Eubalaena glacialis	133087206	0	live	LOC133087206		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		3	NC_083718.1	160177396	160178061	plus	1		
129788	Ruditapes philippinarum	132742247	0	live	LOC132742247		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026855141.1	111911	119260	minus	5		
509963	Ylistrum balloti	132549387	0	live	LOC132549387		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026782106.1	464727	469038	plus	5		
2078957	Neocloeon triangulifer	132203611	0	live	LOC132203611		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026775559.1	7109360	7110728	minus	4		
2078957	Neocloeon triangulifer	132203609	0	live	LOC132203609		Parkinson disease protein 7-like	Parkinson disease protein 7-like		Un	NW_026775559.1	7110929	7112248	minus	4		
2078957	Neocloeon triangulifer	132192938	0	live	LOC132192938		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026775546.1	3685099	3686051	minus	4		
217509	Carassius carassius	132119695	0	live	LOC132119695		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		38	NC_081792.1	27523613	27530605	plus	6		
575201	Hippopotamus amphibius kiboko	130846218	0	live	LOC130846218		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		2	NC_080187.1	177018789	177019403	minus	1		
575201	Hippopotamus amphibius kiboko	130840485	0	live	LOC130840485		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		17	NC_080202.1	13868728	13869468	plus	1		
2943436	Paramacrobiotus metropolitanus	129601302	0	live	LOC129601302		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026570224.1	768042	770686	minus	8		
327109	Uloborus diversus	129222226	0	live	LOC129222226		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		5	NC_072735.1	175620369	175641859	minus	5		
74068	Macrosteles quadrilineatus	128991181	0	live	LOC128991181		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026542596.1	645942	651743	minus	5		
74068	Macrosteles quadrilineatus	128990978	0	live	LOC128990978		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026542596.1	3496821	3503301	minus	5		
27406	Cherax quadricarinatus	128703208	0	live	LOC128703208		Parkinson disease protein 7-like	Parkinson disease protein 7-like		86	NC_069484.1	22037116	22040934	minus	2		
6596	Mercenaria mercenaria	128551771	0	live	LOC128551771		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026459645.1	10514	42071	plus	5		
6604	Mya arenaria	128203165	0	live	LOC128203165	MAR_004939	Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog|PARK7-like protein		9	NC_069130.1	42709090	42712856	plus	5		
6604	Mya arenaria	128202907	0	live	LOC128202907	MAR_004922	Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog|PARK7-like protein		9	NC_069130.1	41201534	41206911	minus	5		
101364	Carassius gibelio	128022045	0	live	LOC128022045		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		A11	NC_068381.1	3484029	3489350	minus	6		
154827	Xyrauchen texanus	127632737	0	live	LOC127632737		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		39	NC_068314.1	4577394	4587468	minus	6		
70543	Myxocyprinus asiaticus	127427920	0	live	LOC127427920		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		37	NC_059380.1	38415784	38429223	plus	6		
60746	Acomys russatus	127184328	0	live	LOC127184328		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		32	NC_067168.1	16908986	16909405	plus	1		
257877	Macaca thibetana thibetana	126961482	0	live	LOC126961482		Parkinson disease protein 7-like	Parkinson disease protein 7-like		8	NC_065585.1	94234168	94235057	plus	1		
257877	Macaca thibetana thibetana	126930527	0	live	LOC126930527		Parkinson disease protein 7-like	LOW QUALITY PROTEIN: Parkinson disease protein 7-like		11	NC_065588.1	21851257	21851895	plus	1		
6465	Patella vulgata	126827585	0	live	LOC126827585		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		7	NC_065885.2	57754508	57761406	plus	5		
34620	Dermacentor andersoni	126517894	0	live	LOC126517894		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026085740.1	49846827	49848786	minus	5		
100897	Microtus fortis	126515430	0	live	LOC126515430		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026068036.1	1817299	1818039	minus	1		
100897	Microtus fortis	126505830	0	live	LOC126505830		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		Un	NW_026067944.1	18933959	18934749	minus	2		
2023355	Schistocerca serialis cubense	126485553	0	live	LOC126485553		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		1	NC_064638.1	865562646	865681290	minus	5		
7010	Schistocerca gregaria	126271111	0	live	LOC126271111		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		1	NC_064920.1	820536114	820611584	minus	5		
7010	Schistocerca gregaria	126266804	0	live	LOC126266804		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		1	NC_064920.1	726856450	726896665	minus	6		
7011	Schistocerca nitens	126236322	0	live	LOC126236322		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		1	NC_064614.1	542624705	542674964	plus	6		
274614	Schistocerca cancellata	126189073	0	live	LOC126189073		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		1	NC_064626.1	859177649	859324755	minus	5		
274614	Schistocerca cancellata	126162224	0	live	LOC126162224		Parkinson disease protein 7 homolog	Parkinson disease protein 7 homolog		1	NC_064626.1	758845590	758900421	minus	6		
